Border,Date,Measure,Value,Average
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,118906
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,93897
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,51297
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,27122
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Empty,40163,38796
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Full,28890,28470
US-Mexico Border,05/01/2008 12:00:00 AM,Buses,23271,22409
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,12280
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,9004
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,2586
US-Mexico Border,05/01/2008 12:00:00 AM,Train Passengers,1278,2067
US-Mexico Border,05/01/2008 12:00:00 AM,Trains,901,908
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,14040086
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,6970676
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,4034174
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3841034
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2141054
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,554581
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,459102
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,405928
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,246305
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,258580
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,261669
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,145464
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,116582
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,79398
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,45689
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,22536
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,38397
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,29864
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,11197
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,21655
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,9312
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2539
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1800
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,897
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,14854291,15473300
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicles,7519061,7571418
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,5380492,4760418
US-Mexico Border,05/01/2006 12:00:00 AM,Pedestrians,3677021,3688794
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicles,2602915,2288962
US-Canada Border,05/01/2006 12:00:00 AM,Trucks,605389,558059
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Full,521530,496592
US-Mexico Border,05/01/2006 12:00:00 AM,Trucks,421037,396750
US-Canada Border,05/01/2006 12:00:00 AM,Bus Passengers,359999,242606
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Full,283704,259787
US-Mexico Border,05/01/2006 12:00:00 AM,Bus Passengers,243546,263654
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Empty,138372,134268
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,120126,126040
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,85111,81355
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,42617,42965
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Empty,35118,34614
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Full,34672,32157
US-Canada Border,05/01/2006 12:00:00 AM,Pedestrians,28750,31422
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,23683,12700
US-Mexico Border,05/01/2006 12:00:00 AM,Buses,20802,21111
US-Canada Border,05/01/2006 12:00:00 AM,Buses,13299,9611
US-Canada Border,05/01/2006 12:00:00 AM,Trains,2812,2711
US-Mexico Border,05/01/2006 12:00:00 AM,Train Passengers,2072,1724
US-Mexico Border,05/01/2006 12:00:00 AM,Trains,894,805
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,15933763,15474362
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,7820784,7660681
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,5024455,4500356
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,3735725,4017086
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,2532348,2228753
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,596880,561595
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,509091,471782
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,396384,388185
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,388037,259775
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,268499,282520
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,259426,255073
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,134434,136406
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,121928,125434
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,77594,77158
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,54966,31221
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,42790,39083
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,34214,33128
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,29946,28377
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20772,12551
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20329,21428
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15248,10435
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2785,2707
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,1459
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,757
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,16527608,15898353
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,7817421,7577838
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,5240205,4509046
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,3994829,4130398
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,2574290,2246838
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,590540,579228
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,501015,490833
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,387322,278870
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,376800,386856
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,264844,293110
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,239846,246838
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,135992,139721
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,127405,125869
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,97398,35011
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,77222,79371
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,41995,38272
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,31280,30875
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,28184,23859
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,21827,22737
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,14678,14734
US-Canada Border,05/01/2004 12:00:00 AM,Buses,14526,11598
US-Canada Border,05/01/2004 12:00:00 AM,Trains,2852,2861
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,1057,1061
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,666,653
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,16925322,15279875
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicles,7644265,7214721
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,4987387,4218010
US-Mexico Border,05/01/2003 12:00:00 AM,Pedestrians,4086848,4187466
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicles,2415046,2150503
US-Canada Border,05/01/2003 12:00:00 AM,Trucks,583294,573312
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Full,500697,490661
US-Mexico Border,05/01/2003 12:00:00 AM,Trucks,363131,360147
US-Canada Border,05/01/2003 12:00:00 AM,Bus Passengers,348695,253794
US-Mexico Border,05/01/2003 12:00:00 AM,Bus Passengers,300542,307952
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Full,224542,221981
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Empty,140755,141601
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Full,113758,120669
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Empty,71623,78982
US-Canada Border,05/01/2003 12:00:00 AM,Pedestrians,69601,40503
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Empty,42106,38792
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Empty,28450,29305
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Full,24693,22576
US-Mexico Border,05/01/2003 12:00:00 AM,Buses,24550,24093
US-Canada Border,05/01/2003 12:00:00 AM,Train Passengers,19404,15926
US-Canada Border,05/01/2003 12:00:00 AM,Buses,13821,10750
US-Canada Border,05/01/2003 12:00:00 AM,Trains,2879,2922
US-Mexico Border,05/01/2003 12:00:00 AM,Train Passengers,878,993
US-Mexico Border,05/01/2003 12:00:00 AM,Trains,660,624
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,16756807,16087642
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicles,7620325,7317971
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,5755071,5013503
US-Mexico Border,05/01/2002 12:00:00 AM,Pedestrians,4205787,4110210
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicles,2789486,2411734
US-Canada Border,05/01/2002 12:00:00 AM,Trucks,623411,579859
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Full,528963,489980
US-Canada Border,05/01/2002 12:00:00 AM,Bus Passengers,407117,263155
US-Mexico Border,05/01/2002 12:00:00 AM,Trucks,387629,381150
US-Mexico Border,05/01/2002 12:00:00 AM,Bus Passengers,319385,328496
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Full,230731,215780
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Empty,164544,169855
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Full,118070,116071
US-Canada Border,05/01/2002 12:00:00 AM,Pedestrians,96133,53623
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Empty,93073,83566
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Empty,37532,35541
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Empty,28390,29238
US-Mexico Border,05/01/2002 12:00:00 AM,Buses,25294,25450
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Full,23270,21903
US-Canada Border,05/01/2002 12:00:00 AM,Train Passengers,20474,16284
US-Canada Border,05/01/2002 12:00:00 AM,Buses,15513,10258
US-Canada Border,05/01/2002 12:00:00 AM,Trains,2843,2750
US-Mexico Border,05/01/2002 12:00:00 AM,Train Passengers,1176,1384
US-Mexico Border,05/01/2002 12:00:00 AM,Trains,682,644
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,19918505
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,7953144
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,5901257
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,4599834
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,2714161
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,572462
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,460592
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,328415
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,360808
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,281402
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,203309
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,153066
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,112688
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,84639
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,32557
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,36153
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,27222
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,24566
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,21676
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,17271
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,12294
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,2857
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1660
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,607
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,20230708
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,6774111
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,7630686
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,3857689
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,2759695
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635253,588706
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491862,445544
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,301954
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,375063
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,243269
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,202430
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,150984
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,104854
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79686,76178
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58651,27200
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32484,31419
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,27301
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,22504
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,22177
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19130,17580
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17306,12906
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,2785
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1444
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,564
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,19805171
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,6171640
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,7310409
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,4299363
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,2657666
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,565774
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,281620
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,442641
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,366947
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,303781
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,199829
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,161033
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,102684
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,25691
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,68076
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,28920
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,23419
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,20242
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,16513
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,18421
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18065,11697
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2822
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1372
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,495
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,18760953
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,6636767
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,6948324
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3848504
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,2781823
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,528794
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,270479
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,338749
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,309000
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,330951
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,180012
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,152305
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,30924
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,64348
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,51608
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,22195
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,16840
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,21757
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,16911
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,11832
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,13304
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,3176
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,907
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,447
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,18685675,16709084
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,8040944,6443830
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicles,6945613,6270761
US-Mexico Border,05/01/1997 12:00:00 AM,Pedestrians,3750617,3729968
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicles,3387709,2901199
US-Canada Border,05/01/1997 12:00:00 AM,Trucks,499055,489299
US-Canada Border,05/01/1997 12:00:00 AM,Bus Passengers,413658,281539
US-Mexico Border,05/01/1997 12:00:00 AM,Trucks,307247,303864
US-Mexico Border,05/01/1997 12:00:00 AM,Bus Passengers,230819,198315
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Full,163379,136162
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Empty,125821,112489
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Full,118155,96601
US-Canada Border,05/01/1997 12:00:00 AM,Pedestrians,81936,23035
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Full,29407,22401
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Empty,23036,18629
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Full,21395,9465
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Empty,20448,12253
US-Mexico Border,05/01/1997 12:00:00 AM,Buses,19474,16435
US-Canada Border,05/01/1997 12:00:00 AM,Train Passengers,17818,13715
US-Canada Border,05/01/1997 12:00:00 AM,Buses,16610,11175
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Empty,14222,9440
US-Canada Border,05/01/1997 12:00:00 AM,Trains,2805,2717
US-Mexico Border,05/01/1997 12:00:00 AM,Train Passengers,1115,1082
US-Mexico Border,05/01/1997 12:00:00 AM,Trains,558,706
US-Mexico Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,15240047,14640371
